Sampling_Date,Sampling_ID,Sequencing_ID
2012-12-19,NE-101,P7912_101_S100_L003
2012-12-19,NE-102,P7912_102_S101_L003
2012-12-19,NE-103,P7912_103_S102_L003
2013-01-22,NE-104,P7912_104_S103_L003
2013-01-22,NE-105,P7912_105_S104_L003
2013-01-22,NE-106,P7912_106_S105_L003
